_id,Tema,Fichas_Dataset,XLS,SHP,KML,CSV,RSS,JSON,XML,ODS,RDF,GTFS,TSV,URL_ficha
954,Medio ambiente,Zonas homogéneas de incendios (Pyromas),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaforest_pol_pyromas-xml
955,Medio ambiente,Riesgo de vendavales,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaforest_pol_vendaval-xml
956,Medio ambiente,Vulnerabilidad potencial de las masas forestales frente al cambio climático,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaforest_pol_vulnefores-xml
957,Medio ambiente,Incendios Forestales. Zonificación de Uso de Fuego,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaforest_pol_zonusofuego-xml
958,Medio ambiente,Probabilidad de ignición 2023,,,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaforest_ras_ignicion-xml
959,Medio ambiente,Red de evaluación fitosanitaria de las masas forestales de Navarra (REFINA),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaforest_sym_refina-xml
960,Medio rural y pesca,Vías pecuarias,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaganade_lin_viaspecua-xml
961,Medio rural y pesca,Vías pecuarias. Ejes de las vías pecuarias actualizadas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaganade_lin_vvppaeje-xml
962,Medio rural y pesca,Vías pecuarias. Lindes de las vías pecuarias actualizadas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaganade_lin_vvppalinde-xml
963,Medio rural y pesca,Vías pecuarias. Municipios con estudio de detalle,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaganade_pol_munedetalle-xml
964,Medio rural y pesca,Mapa índice de los municipios cubiertos en el mapa de pastos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaganade_pol_pastosmi-xml
965,Medio rural y pesca,Mapa de Pastos de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaganade_pol_pastos-xml
966,Medio rural y pesca,Vías pecuarias. Lugares asociados de las vías pecuarias actualizadas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaganade_pol_vvppalug-xml
967,Economía,Explotaciones ganaderas (SIMOGAN),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaganade_sym_explotacion-xml
968,Medio ambiente,Mapa Geológico 1/25000. Líneas de geología,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnageolog_lin_lineas-xml
969,Medio ambiente,Mapa Geológico 1/25000. Dirección de los coluviones,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnageolog_pol_coluviones-xml
970,Medio ambiente,Mapa Geológico 1/25000. Unidades Litológicas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnageolog_pol_litologia-xml
971,Medio ambiente,Geología. Simas y Cuevas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnageolog_sym_cuevas-xml
972,Medio ambiente,Geología. Geotecnia,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnageolog_sym_geotecnia-xml
973,Medio ambiente,Geología. Manantiales,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnageolog_sym_manantiales-xml
974,Medio ambiente,Mapa Geológico 1/25000. Etiqueta de buzamiento,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnageolog_txt_buzamiento-xml
975,Medio ambiente,Canales y acequias. Gobierno de Navarra 1:5.000,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_lin_corrienteartificial-xml
976,Medio ambiente,Corrientes Naturales. Gobierno de Navarra 1:5.000,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_lin_corrientenatural-xml
977,Medio ambiente,Red hidrográfica 1:25.000 (MITECO),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_lin_redhidro25000-xml
978,Medio ambiente,Canales. Gobierno de Navarra 1:5.000,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_pol_canal-xml
979,Medio ambiente,Red hidrográfica. Cuencas hidrográficas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_pol_cuencahi-xml
980,Ciencia y tecnología,"Delimitación de cauces públicos. DPH, Zonas de Servidumbre y Policía",,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_pol_dphzszp-xml
981,Medio ambiente,Embalses. Gobierno de Navarra 1:5.000,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_pol_embalse-xml
982,Medio ambiente,Lagunas y estanques. Gobierno de Navarra 1:5.000,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_pol_lagunaestanque-xml
983,Ciencia y tecnología,"Zonas inundables. Periodos de retorno, otros estudios del Gobierno de Navarra",,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_pol_pretotrosgn-xml
984,Ciencia y tecnología,Zonas inundables. Periodos de retorno del SNCZI,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_pol_pretsnczi-xml
985,Ciencia y tecnología,Zonas inundables. Zonas de Riesgos POT,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_pol_riesgospot-xml
986,Medio ambiente,Ríos Principales. Gobierno de Navarra 1:5.000,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_pol_rioprincipal-xml
987,Medio ambiente,Red hidrográfica. Subcuencas hidrográficas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_pol_subcuencahi-xml
988,Medio ambiente,Red hidrográfica. Vertientes hidrográficas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_pol_vertientehi-xml
989,Ciencia y tecnología,Hidrogeología. Vulnerabilidad de los acuíferos a la contaminación,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_pol_vulneacui-xml
990,Medio ambiente,Hidrogeología. Zonas vulnerables a la contaminación por nitratos agrarios (2018),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_pol_vulnenitra_ve2018-xml
991,Ciencia y tecnología,"Zonas inundables. Zonas de flujo preferente, otros estudios del Gobierno de Navarra",,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_pol_zfpotrosgn-xml
992,Ciencia y tecnología,Zonas inundables. Zonas de flujo preferente del SNCZI,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_pol_zfpsnczi-xml
993,Medio ambiente,Hidrometría. Red de control y medición piezométrica de Gobierno de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_sym_aforopiezo-xml
994,Medio ambiente,Hidrometría. Red de estaciones de aforo de río de Gobierno de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_sym_afororios-xml
995,Medio ambiente,Red de puntos de control del Gobierno de Navarra. Calidad biológica de los ríos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_sym_calidbio-xml
996,Medio ambiente,Red de puntos de control del Gobierno de Navarra. Calidad físico-química de los ríos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_sym_calidfqrio-xml
997,Medio ambiente,Red de puntos de control del Gobierno de Navarra. Calidad físico-química de las aguas subterráneas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_sym_calidfqsub-xml
998,Medio ambiente,Redes de estaciones de control del Gobierno de Navarra. Calidad SAICA,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_sym_calidsaica-xml
999,Medio ambiente,Red hidrográfica. Estaciones de aforo,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_sym_estacaforo-xml
1000,Medio ambiente,Red de control del Gobierno de Navarra. Zonas de baño de Navarra,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnahidrog_sym_zonabano-xml
1001,Urbanismo e infraestructuras,Abastecimiento. Tubería (municipal),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_lin_abatuberia-xml
1002,Sector público,"Itinerarios culturales, deportivos y gastronómicos",,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_lin_rutas-xml
1003,Urbanismo e infraestructuras,Saneamiento. Colector (municipal),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_lin_sanecolector-xml
1004,Urbanismo e infraestructuras,Abastecimiento. Depósito (municipal),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_pol_abadeposito-xml
1005,Sector público,Aparcamientos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_pol_aparcamientos-xml
1006,Sector público,Cementerios,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_pol_cementerios-xml
1007,Sector público,Huertos lúdicos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_pol_huertosludicos-xml
1008,Sector público,División inframunicipal,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_pol_inframun-xml
1009,Sector público,Parques de juegos infantiles,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_pol_juegosinf-xml
1010,Sector público,Merenderos y barbacoas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_pol_merenderos-xml
1011,Sector público,Mapa Solar. Potencial energético de los edificios,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_pol_msenergia-xml
1012,Sector público,Mapa Solar. Irradiancia de los edificios,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_pol_msirradiancia-xml
1013,Sector público,Mapa Solar. Aptitud por superficie útil de los edificios,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_pol_mssuputil-xml
1014,Sector público,Zonas de esparcimiento canino e infraestructuras asociadas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_pol_zecan-xml
1015,Urbanismo e infraestructuras,Abastecimiento. Boca de riego (municipal),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_ababocariego-xml
1016,Sector público,Abastecimiento. Contadores (municipal),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_abacontador-xml
1017,Urbanismo e infraestructuras,Abastecimiento. Elemento (municipal),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_abaelemento-xml
1018,Urbanismo e infraestructuras,Abastecimiento. Hidrante (municipal),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_abahidrante-xml
1019,Urbanismo e infraestructuras,Abastecimiento. Válvula (municipal),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_abavalvula-xml
1020,Sector público,Actividades turísticas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_actividadesturisticas-xml
1021,Sector público,Alumbrado público,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_alumbrado-xml
1022,Transporte,Aparcamientos para personas con movilidad reducida,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_aparcamientosmovreducida-xml
1023,Sector público,Árboles Relevantes,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_arbolesrelevantes-xml
1024,Sector público,Oficinas bancarias,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_bancosoficinas-xml
1025,Sector público,Bancos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_bancos-xml
1026,Sector público,Bibliotecas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_bibliotecas-xml
1027,Sector público,Bodegas (municipal),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_bodegas-xml
1028,Sector público,Paradas de autobús,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_bus-xml
1029,Sector público,Buzones de Correos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_correosbuzones-xml
1030,Sector público,Oficinas de Correos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_correosoficinas-xml
1031,Sector público,Dependencias municipales donde se prestan servicios de atención ciudadana,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_depenmun-xml
1032,Sector público,Desfibriladores,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_desfibriladores-xml
1033,Sector público,Dónde comer,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_dondecomer-xml
1034,Sector público,Dónde dormir,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_dondedormir-xml
1035,Sector público,Fuentes públicas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_fuentes-xml
1036,Sector público,"Guía comercial: comercios, servicios profesionales e industrias",,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_guiacomercial-xml
1037,Sector público,Instalaciones deportivas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_instalacionesdeportivas-xml
1038,Sector público,Jardineras,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_jardineras-xml
1039,Sector público,Qué visitar,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_quevisitar-xml
1040,Sector público,"Lugares culturales, deportivos y gastronómicos",,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_rutas-xml
1041,Urbanismo e infraestructuras,Saneamiento. Pozo (municipal),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_sanepozo-xml
1042,Sector público,Paradas de taxi,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_taxi-xml
1043,Sector público,Vados,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnaidemun_sym_vados-xml
1044,Medio ambiente,Capacidad de desarrollo de actividades económicas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_indcapacidesaactiviecono-xml
1045,Medio ambiente,Consumo urbano del término municipal,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_indconsumurbmuni-xml
1046,Medio ambiente,Densidad de población urbana,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_inddensipoburb-xml
1047,Medio ambiente,Densidad de población,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_inddensipob-xml
1048,Medio ambiente,Densidad de viviendas existentes y previstas en suelo urbano residencial,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_inddensiviviexistprevisur-xml
1049,Medio ambiente,Densidad de viviendas existentes en suelo urbano residencial,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_inddensiviviexistsur-xml
1050,Medio ambiente,Densidad de vivienda en suelo urbanizable residencial,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_inddensivivisur-xml
1051,Medio ambiente,Desarrollo residencial,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_inddesaresidencial-xml
1052,Medio ambiente,Dotación de equipamientos,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_inddotaciequip-xml
1053,Medio ambiente,Tipo de edificación residencial - Alta densidad,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_indedifresiad-xml
1054,Medio ambiente,Tipo de edificación residencial - Baja densidad,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_indedifresibd-xml
1055,Medio ambiente,Infraestructuras verdes,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_indinfraeverdes-xml
1056,Medio ambiente,Modelo Territorial / Suelo calificado,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_indmodterrisc-xml
1057,Medio ambiente,Modelo urbano / Expansión urbana prevista,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_indmodurbexpurbprevista-xml
1058,Medio ambiente,Municipios con planeamiento general,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_indmunplangen-xml
1059,Medio ambiente,Proporción de zonas verdes,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_indproporcionzv-xml
1060,Medio ambiente,Suelo clasificado como No Urbanizable,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_indsueloclasinourb-xml
1061,Hacienda,Ámbito de los Planes de Ordenación Territorial (POT),,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_munipot-xml
1062,Medio ambiente,Paisajes de atención especial,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_paisajeaespecial-xml
1063,Hacienda,Inventario de planeamiento urbanístico municipal vigente,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_planurbmun-xml
1064,Medio ambiente,Subzonas paisajísticas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_subzonapaisaje-xml
1065,Medio ambiente,Tipos de paisaje,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_tipopaisaje-xml
1066,Medio ambiente,Unidades de paisaje,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_unipaisaje-xml
1067,Medio ambiente,Zonas paisajísticas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfotu_pol_zonapaisaje-xml
1068,Medio ambiente,Conducciones,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfrae_lin_conduccion-xml
1069,Transporte,Red de carreteras. Ejes de la red de carreteras,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfrae_lin_ctraeje-xml
1070,Transporte,Principales vías interurbanas,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfrae_lin_enlaceurba-xml
1071,Transporte,Red de ferrocarril. Eje de la vía de la red ferroviaria,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfrae_lin_ffccviatraz-xml
1072,Transporte,Movilidad ciclista. Red de movilidad ciclista,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfrae_lin_trazadosigmc-xml
1073,Sector público,Aeropuerto. Parcelas que delimitan el aeropuerto de Pamplona,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfrae_pol_aerorecinto-xml
1074,Transporte,Aeropuerto. Edificios de la terminal del aeropuerto de Pamplona,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfrae_pol_aeroterminal-xml
1075,Transporte,Red de carreteras. Áreas de descanso,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfrae_pol_areadescanso-xml
1076,Medio ambiente,Recintos de arquetas de registro con acometida,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfrae_pol_arqregaco-xml
1077,Medio ambiente,Recintos de arquetas de aliviado,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfrae_pol_arquetaaliv-xml
1078,Medio ambiente,Recintos de arquetas de desagüe,,P,,,,,,,,,,https://datosabiertos.navarra.es/es/dataset/spasitnainfrae_pol_arquetades-xml
